text,label,cleaned_text
i leave feeling challenged and eager to study the word more not looking for the holy spirit to give me another experience or confused not just about what happend but confused about scripture,1,leave feeling challenged eager study word looking holy spirit give another experience confused happend confused scripture
i visited finland a couple of weeks ago and albeit it was wonderful and extremely refreshing to be back in my hometown for the first time in four weeks after spending only a few days there i begun to feel slightly homesick homesick for tallinn,0,visited finland couple week ago albeit wonderful extremely refreshing back hometown first time four week spending day begun feel slightly homesick homesick tallinn
i feel the need to pimp this since raini my beloved rocky casting director loves it so much,2,feel need pimp since raini beloved rocky casting director love much
i promised myself that i wont enter anymore giveaways because i feel greedy but i couldnt resist this one,3,promised wont enter anymore giveaway feel greedy couldnt resist one
im so excited but feeling scared too,4,im excited feeling scared
i hate to feel devastated so much so that i have an unhealthy habit of suppressing my feelings,0,hate feel devastated much unhealthy habit suppressing feeling
i need some to hold me to hug me like they love me really love me to be there in quiet to just sit to be there just to stop me doing something stupid it cant be my parents cos i know id just run i cant run from other people i feel rude,3,need hold hug like love really love quiet sit stop something stupid cant parent co know id run cant run people feel rude
i feel very happy each time i saw him,1,feel happy time saw
i always feel horny nowadays,2,always feel horny nowadays
i woke up yesterday morning wondering if i had hurt my mommys feelings and just had this horrible feeling in my stomach and horrible chest pains,0,woke yesterday morning wondering hurt mommy feeling horrible feeling stomach horrible chest pain
i want him to feel emotional pain,0,want feel emotional pain
i have trouble not focusing on it not feeling it all throughout the day because i know he s suffering and i know my mom is suffering in a whole other way,0,trouble focusing feeling throughout day know suffering know mom suffering whole way
im feeling a little apprehensive about it because i feel like im suddenly way too old compared to my mental age of about,4,im feeling little apprehensive feel like im suddenly way old compared mental age
i feel ugly to my fellow humans,0,feel ugly fellow human
i feel so utterly humiliated and at the same time humbled by the goodness of her heart,0,feel utterly humiliated time humbled goodness heart
i also feel devoted to my profession because i get ever so annoyed when i see things that would adversely bring adverse publicity on our profession like some hearnsays from ill informed patients the media and some ignorant politicians making use of health care as a tool to boost their publicity,2,also feel devoted profession get ever annoyed see thing would adversely bring adverse publicity profession like hearnsays ill informed patient medium ignorant politician making use health care tool boost publicity
i walked away from the weekend feeling simply dirty like i had done something really harmful and this feeling more than anything is what overpowers my feeble attempts to justify my actions last weekend,0,walked away weekend feeling simply dirty like done something really harmful feeling anything overpowers feeble attempt justify action last weekend
i baht into usd and feeling very satisfied with how little i spent,1,baht usd feeling satisfied little spent
im feeling really good about it,1,im feeling really good
i have never made the first step because the guys were alway faster this is why this situation is making me feel very unsure and elusively shy,4,never made first step guy alway faster situation making feel unsure elusively shy
i feel like i m not really sure where everything is leading and i d look like a boob if i misrepresent things,1,feel like really sure everything leading look like boob misrepresent thing
i was thrilled to have that outcome but because i was feeling so crappy i couldn t even celebrate that until i started feeling better which mainly seems to have occurred with an increased dosage of my thyroid replacement hormone and supplemental estrogen,0,thrilled outcome feeling crappy even celebrate started feeling better mainly seems occurred increased dosage thyroid replacement hormone supplemental estrogen
i go i see our flag flying at the turkish schools and i feel very proud,1,go see flag flying turkish school feel proud
i am the head of my family i should be looking after them but i feel i am worthless to them i am nothing now,0,head family looking feel worthless nothing
i feel really optimistic about,1,feel really optimistic
i don t know if they just wanted to lead a race or they were feeling so well so early or what it was,1,know wanted lead race feeling well early
i feel so weird about it,4,feel weird
im feeling homesick for him,0,im feeling homesick
i have succumbed to the dreaded commuter virus and feel altogether a little bit rotten,0,succumbed dreaded commuter virus feel altogether little bit rotten
i look at his sweet little face crying for his mama just wanting me to hold him and love him and i feel so horribly awful for being frustrated with him,0,look sweet little face cry mama wanting hold love feel horribly awful frustrated
i do feel sorry for you,0,feel sorry
i see and feel and who knew i could get so angry in putting a key in the lock i want to punch someone s face every single time i put my key in the lock i know that i must keep on going,3,see feel knew could get angry putting key lock want punch someone face every single time put key lock know must keep going
i am very motivated to learn from the lessons of history because otherwise i feel that we are doomed to repeat the same mistakes,0,motivated learn lesson history otherwise feel doomed repeat mistake
i didn t give up blogging but i still feel that i want to make my posts more useful to my readers,1,give blogging still feel want make post useful reader
i feel very shocked i have never expected that would happen to me,5,feel shocked never expected would happen
i feel a bit reluctant to write this,4,feel bit reluctant write
i feel like an ungrateful ingrate bastard to confess that i momentarily lost my appreciation for the life i have,0,feel like ungrateful ingrate bastard confess momentarily lost appreciation life
i get nothing and i really want to feel like if someone likes me for who i am not for my stubborn sister,3,get nothing really want feel like someone like stubborn sister
i dont recall just now yet vividly recall looking at you as you said it and you i think looking back at me and my feeling very sympathetic or maybe empathetic is the better word of course you needed a space,2,dont recall yet vividly recall looking said think looking back feeling sympathetic maybe empathetic better word course needed space
i already feel the atmosphere around it seems dangerous,3,already feel atmosphere around seems dangerous
i feel after seeing sweeney todd disturbed and disgusted are better descriptions,0,feel seeing sweeney todd disturbed disgusted better description
i feel a little suspicious,4,feel little suspicious
im still not sure why reilly feels the need to be so weird,5,im still sure reilly feel need weird
i want to say in front of you but embarrassed feeling is comes and my mouth be dumb cannot say that im very love you i know you dont like me because in front your eye im not pretty like what you think in your mind but thats not a reason why you dont love me right,0,want say front embarrassed feeling come mouth dumb cannot say im love know dont like front eye im pretty like think mind thats reason dont love right
i never cease to feel amused when with a single facial expression i have the power of modifying a students behavior,1,never cease feel amused single facial expression power modifying student behavior
im having my biannual mammogram and although i know it only hurts for a while im feeling unusually apprehensive,4,im biannual mammogram although know hurt im feeling unusually apprehensive
i would feel even more clever had i actually intended to do that,1,would feel even clever actually intended
i know how they feel about it all and they talk like the ppl above them on the ladder are so vain amp shallow amp bla bla bla,0,know feel talk like ppl ladder vain amp shallow amp bla bla bla
i would hate to feel unwelcome,0,would hate feel unwelcome
i feel your gentle stare and feel your love,2,feel gentle stare feel love
i hate how helpless they make me feel so i get stubborn i stop taking them and im fine until im not but by then im so stubborn i cant make myself start up again until i have a really bad episode and scare myself into taking them and then the cycle starts back all over again,3,hate helpless make feel get stubborn stop taking im fine im im stubborn cant make start really bad episode scare taking cycle start back
i feel more calm and comfortable by wearing those neutral color,1,feel calm comfortable wearing neutral color
im feeling generous today heres the link,1,im feeling generous today here link
i feel vaguely frustrated with the extent that thoughts about cycling invade the space in my mind,3,feel vaguely frustrated extent thought cycling invade space mind
i am feeling a bit overwhelmed tired anxious etc,5,feeling bit overwhelmed tired anxious etc
i wish i could be there for all the people who i feel i should be there for and supporting in these times,2,wish could people feel supporting time
i feel tranquil and content,1,feel tranquil content
i fell asleep feeling contented and was ultimately driven back to my room,1,fell asleep feeling contented ultimately driven back room
i know i totes feel like a valued and equal person to my coworkers while theyre laughing over shutting women up,1,know tote feel like valued equal person coworkers theyre laughing shutting woman
i recall feeling so welcomed that we returned to woodstock a few months later for a white thanksgiving,1,recall feeling welcomed returned woodstock month later white thanksgiving
i feel so frightened i wanna run to you i wanna call but i ve been hit by lightning just can t stand up for falling apart can t see through this veil across my heart over you you ll always be the one you were the first you ll be the last,4,feel frightened wanna run wanna call hit lightning stand falling apart see veil across heart always one first last
i am generally a pretty happy and positive person there are times when the nerves kick in and i am not feeling quite so happy and smiley,1,generally pretty happy positive person time nerve kick feeling quite happy smiley
i admit to feeling sympathy with the dignified and the defiant,1,admit feeling sympathy dignified defiant
i know how awful it is to be on your a game and not see any results and just feel crappy overall,0,know awful game see result feel crappy overall
i feel sure it could be developed into a thrilling piece of theatre,1,feel sure could developed thrilling piece theatre
im not really into bashing gw the hobby or other people so i try hard to focus on subjects that i feel passionate about and want to spend the time to do it right,2,im really bashing gw hobby people try hard focus subject feel passionate want spend time right
i feel that karma punished me because i don t know the meaning of contentment img src http www,0,feel karma punished know meaning contentment img src http www
i knelt down in front of her close enough to feel her gentle breath she did not move or speak but yet there was no need our eyes shared a mutual understanding we communicated with no words just pure silence i felt at peace,2,knelt front close enough feel gentle breath move speak yet need eye shared mutual understanding communicated word pure silence felt peace
i feel like theres nothing in my life empty,0,feel like there nothing life empty
i remember feeling paranoid,4,remember feeling paranoid
i am feel overwhelmed,4,feel overwhelmed
i still have a way to go but i am so much closer to the finish line than the start line and that feels amazing,1,still way go much closer finish line start line feel amazing
i still feel heartbroken over alot,0,still feel heartbroken alot
i feel more shitty and emotional and helpless,0,feel shitty emotional helpless
i feel like falling in love with her is part of being amazed at how she makes our family so much better she tells the advocate,5,feel like falling love part amazed make family much better tell advocate
i understand feeling alone and lonely like you may never be really known,0,understand feeling alone lonely like may never really known
i feel angry or resentful all i need do is remind myself that each day sober has been made possible by a fellowship which supports me all the way,3,feel angry resentful need remind day sober made possible fellowship support way
i did behave the same way when she was going through all this maybe i was the same or acted the same i don t think i did but i guess it is a matter of perception but when it happens to you you feel devastated,0,behave way going maybe acted think guess matter perception happens feel devastated
im not some outcast always feeling a fake sense of belonging,0,im outcast always feeling fake sense belonging
ive stayed at a few of the trendier hotel in north america and some have a tendency to feel cool and unfriendly,1,ive stayed trendier hotel north america tendency feel cool unfriendly
i feel most passionate about,2,feel passionate
ive been feeling a little overwhelmed about the whole thing lately but somehow the small step of finding out where my lectures will be has helped a bit,4,ive feeling little overwhelmed whole thing lately somehow small step finding lecture helped bit
i am starting the menopause constantly suffer with mood swings temper floods of tears unable to sit for long periods and concentrate feel constantly weepy and on edge feel unable to cope with the day to tasks of ordinary life,0,starting menopause constantly suffer mood swing temper flood tear unable sit long period concentrate feel constantly weepy edge feel unable cope day task ordinary life
i feel utterly useless as a mother because i just dont know what to do,0,feel utterly useless mother dont know
i am way less uptight the second time around but i still do feel awkward both at baring myself and at the potential of making anyone else feel uncomfortable,0,way less uptight second time around still feel awkward baring potential making anyone else feel uncomfortable
i feel like im losing motivation since the scale has been so unkind to me lately and i cannot get that attitude or i will possibly throw away everything ive worked for,3,feel like im losing motivation since scale unkind lately cannot get attitude possibly throw away everything ive worked
im feeling holly jolly how about you,1,im feeling holly jolly
i headed there fully expecting them to have been sold out ages ago and that i would find myself staggering back upstairs without them feeling all bitter twisted and disappointed but at least with some of the allocated pennies still lurking in my own bank account,3,headed fully expecting sold age ago would find staggering back upstairs without feeling bitter twisted disappointed least allocated penny still lurking bank account
i can t help but feeling weird when opening every closet in an apartment that somebody s still living in so i didn t,4,help feeling weird opening every closet apartment somebody still living
im feeling stupid,0,im feeling stupid
i am responsible and would feel terribly dismayed at my lack of caring towards my job but lately i really have been irresponsible in regards to my shit job and i dont even feel like im letting anyone down,0,responsible would feel terribly dismayed lack caring towards job lately really irresponsible regard shit job dont even feel like im letting anyone
i want to avoid feeling terrified,4,want avoid feeling terrified
i feel depressed nearly all the time,0,feel depressed nearly time
i still feel stressed,3,still feel stressed
i feel vain,0,feel vain
i have depression and things just started getting better but today i felt so bad you know they feeling in the pit of you heart that your a worthless failure,0,depression thing started getting better today felt bad know feeling pit heart worthless failure
i woke up feeling cranky this morning,3,woke feeling cranky morning
i went on a bit of an auster binge after that and i remember feeling particularly fond of mr vertigo which is about a boy who learns to fly,2,went bit auster binge remember feeling particularly fond mr vertigo boy learns fly
i started feeling shaky hungry,4,started feeling shaky hungry
i feel like life is an affectionate older sibling,2,feel like life affectionate older sibling
i am feeling amazed to see what god is doing new friends who aren t only amazing but get me who don t run and hide in a dark room unless i am there and they are joining me,5,feeling amazed see god new friend amazing get run hide dark room unless joining
i woke up with a pounding headache and sore throat and so on top of the fatigue and nausea i feel utterly miserable,0,woke pounding headache sore throat top fatigue nausea feel utterly miserable
i feel so resentful and hateful and downright furious about this,3,feel resentful hateful downright furious
i know that i made things sound bleak in the last paragraph but it is moments like these where i do feel very happy that my life has lead me to this point,1,know made thing sound bleak last paragraph moment like feel happy life lead point
i feel that his apology was sincere i just couldnt help feeling a bit more unhappy about what happened,1,feel apology sincere couldnt help feeling bit unhappy happened
i was powerless over my life and the things that left me feeling abused unhappy and generally discontent and miserable i was stuck,0,powerless life thing left feeling abused unhappy generally discontent miserable stuck
i am blue i try to imagine his smile and even though the tears pour i feel so loved,2,blue try imagine smile even though tear pour feel loved
i feel horrible about all of this,0,feel horrible
i am crushed and think of suicide but i will not ever ever give up on my kids i will fight and prove her psychotic behavior to everyone she has noconscience and feels joy to hurt me but i will prevail,0,crushed think suicide ever ever give kid fight prove psychotic behavior everyone noconscience feel joy hurt prevail
i cannot in good conscience encourage my young kids read stuff from someone i feel is so vile no matter how good it is,3,cannot good conscience encourage young kid read stuff someone feel vile matter good
i was feeling a bit jolly today at work,1,feeling bit jolly today work
i feel bad for the creature,0,feel bad creature
i feel like nothing i do will be successful against him and that helpless feeling is super sucky and counterproductive,1,feel like nothing successful helpless feeling super sucky counterproductive
i feel passionate that students should have choice in their reading and that it is my job to encourage a love of reading,1,feel passionate student choice reading job encourage love reading
i am very happy and feel loved,2,happy feel loved
i feel impatient but much thanks to nic she knows how to calm to me down,3,feel impatient much thanks nic know calm
i think missy was about to abandon the project all together due to her not feeling like she had enough time but somehow i convinced her to come and finish up the last few songs we needed to have enough material for a full length,1,think missy abandon project together due feeling like enough time somehow convinced come finish last song needed enough material full length
i wont face these obstacles and feel like a stressed out mess or worse a mommy failure,0,wont face obstacle feel like stressed mess worse mommy failure
i feel gentle as if i have let go of so much,2,feel gentle let go much
im feeling irritable and sick,3,im feeling irritable sick
i feel lame all i use is color pencils to color pokemon,0,feel lame use color pencil color pokemon
i didnt feel as isolated from the world as i did during last years holidays,0,didnt feel isolated world last year holiday
i know that this is somewhat strange but i can feel that my cat is very unhappy and it is making me kind of sad,0,know somewhat strange feel cat unhappy making kind sad
i advanced boldly feeling most adventurous at thus doing what everyone had often warned me against,1,advanced boldly feeling adventurous thus everyone often warned
im with her most of the time i feel perfectly content,1,im time feel perfectly content
ive been reading her blog for years now and i feel like shes my most faithful reader here,1,ive reading blog year feel like shes faithful reader
i feel kind of over entertained,1,feel kind entertained
i would give up feeling fucked to feel neutral,3,would give feeling fucked feel neutral
i feel too mellow to get worked up about anything,1,feel mellow get worked anything
im feeling so jaded right now,0,im feeling jaded right
i hear you loud and clear that this is an important issue for you but in the grand scheme of things i cant help but feel that this is so petty,3,hear loud clear important issue grand scheme thing cant help feel petty
i feel very honored to be part of this team and attending this launch as it definitely was an eye opener and something very new to me,1,feel honored part team attending launch definitely eye opener something new
i feel lame even saying it,0,feel lame even saying
i woke up feeling rather devastated,0,woke feeling rather devastated
i feel like i m always stressed worried or upset about something,0,feel like always stressed worried upset something
i feel angered because it makes me feel like somewhat of a liar,3,feel angered make feel like somewhat liar
i feel so very loved by a href http www,2,feel loved href http www
once i was caught by thugs aged between,4,caught thug aged
i feel fearful of how this sensitive non confrontational driven girl will thrive as an executive in the corporate world,4,feel fearful sensitive non confrontational driven girl thrive executive corporate world
i would also feel threatened by the ease with which private information could permeate the system,4,would also feel threatened ease private information could permeate system
i feel stressed i venture out to photograph nature in any form and that lifts my spirit,0,feel stressed venture photograph nature form lift spirit
i don t know if im just speaking for myself but i feel like we are all becoming more stupid by the day,0,know im speaking feel like becoming stupid day
i just feel really emotionally drained,0,feel really emotionally drained
i could feel what was going to happen at the very end but it still startled me,4,could feel going happen end still startled
i now feel as if im doomed to fail my upcoming global regents,0,feel im doomed fail upcoming global regent
i had planted about trees and was feeling very virtuous hot and thirsty,1,planted tree feeling virtuous hot thirsty
i feel pained just thinking about it,0,feel pained thinking
i usually doubt my self at this point as i feel i should be that amazing housewife who motors all day and has a list of things they can tell theyre husband they did all day while they were at work and i was at home,5,usually doubt self point feel amazing housewife motor day list thing tell theyre husband day work home
i feel like i liked it but at the same time i feel let down,2,feel like liked time feel let
i understand how unbearable it is to feel like worthless shit all of the time,0,understand unbearable feel like worthless shit time
i accepted his apology because i feel like he s remorseful for how he treated me,0,accepted apology feel like remorseful treated
i feel hated i feel angry i feel very sad i feel like im going to be abandoned i feel angry because i abandoned someone but in reality no one at this age can expect that neither party will be abandoned,3,feel hated feel angry feel sad feel like im going abandoned feel angry abandoned someone reality one age expect neither party abandoned
i feel that a lot of my life i live in a delicate balance of clean and utter mess,2,feel lot life live delicate balance clean utter mess
i am feeling a curious sense of relief a lightness that i never thought possible back when sex seemed to be the most desirable of desires and the ultimate act of self validation,5,feeling curious sense relief lightness never thought possible back sex seemed desirable desire ultimate act self validation
i feel heartbroken but for some reason not strong enough to say i m finished with him,0,feel heartbroken reason strong enough say finished
i feel bore and restless,4,feel bore restless
i wrong or ridiculous to feel pissed,3,wrong ridiculous feel pissed
i know and i am eternally torned about it because i feel helpless and useless,0,know eternally torned feel helpless useless
i feel however that this is my least successful look and one that upon reflection i would change the most,1,feel however least successful look one upon reflection would change
i feel so glad to be home and to find so much had changed and yet nothing had really changed,1,feel glad home find much changed yet nothing really changed
i hope the nathan and haley fans droop in there as a result of i feel theyll be terribly glad with the result,1,hope nathan haley fan droop result feel theyll terribly glad result
i could feel it so lively compared to the noisy and though dead atmosphere of the life down the hill,1,could feel lively compared noisy though dead atmosphere life hill
i take things very personally when i feel wronged even little memories stay with me,3,take thing personally feel wronged even little memory stay
i called animesh told him my feelings he was very supportive,2,called animesh told feeling supportive
i feel rather sympathetic,2,feel rather sympathetic
im feeling so contented while typing it,1,im feeling contented typing
i left the office feeling so relieved,1,left office feeling relieved
i get to feel all virtuous when i do something like whip out my cloth napkin or reusable shopping bag,1,get feel virtuous something like whip cloth napkin reusable shopping bag
i grit my teeth shook my head and spent the next minutes feeling irritated,3,grit teeth shook head spent next minute feeling irritated
i should not feel afraid we can stop shoulding all over ourselves,4,feel afraid stop shoulding
i know that i do not feel repressed or a prisoner by the guidelines of the lds church,0,know feel repressed prisoner guideline lds church
i feel like i did the last time i had to break up with a lousy boyfriend in so im out of practice like junk,0,feel like last time break lousy boyfriend im practice like junk
i have been feeling lonely and isolated lately,0,feeling lonely isolated lately
i didnt feel alarmed moreso a feeling of total welcome,4,didnt feel alarmed moreso feeling total welcome
i like to feel respected by a guy i m with not abused,1,like feel respected guy abused
i feel so amazed seeing chiangmai,5,feel amazed seeing chiangmai
the day i got to know that i would get a shared dwelling with my boyfriend my parents place was getting a little crowded with my growing bother wanting a room to himself i first felt doubt,1,day got know would get shared dwelling boyfriend parent place getting little crowded growing bother wanting room first felt doubt
i restrain all emotion asked asked her su wen is a laugh said see us smiling at the side maybe the feeling that i am sincere concern for su wen is right,1,restrain emotion asked asked su wen laugh said see u smiling side maybe feeling sincere concern su wen right
i feel more passionate about things too,1,feel passionate thing
went to a movie with a date,1,went movie date
i never worry about having to repay you or feel burdened when i couldn t afford something because we always manage to understand and have fun despite being broke which is a lot of the time,0,never worry repay feel burdened afford something always manage understand fun despite broke lot time
i am feeling rather low these days but it does not matter for no one cares,0,feeling rather low day matter one care
i can t help but think that oakwood must feel unwelcome on our campus,0,help think oakwood must feel unwelcome campus
i feel a bit afraid of not thin and thin i would like to know is elevated thyroid hormone eat less because of the movement to improve the metabolism or drug but that still in the normal range within the distressed in the end because of hyperthyroidism thin or i was really healthy thin,4,feel bit afraid thin thin would like know elevated thyroid hormone eat less movement improve metabolism drug still normal range within distressed end hyperthyroidism thin really healthy thin
i feel a lot of jaded fans are doing i m rating it based on what i ve seen heard and played,0,feel lot jaded fan rating based seen heard played
i feel ecstatic i feel hyper,1,feel ecstatic feel hyper
i got out of my cab at the train station feeling firstly quite convinced that there is definitely more method in the madness of flat planet than i first thought when i visited it the day before and secondly that this had to be one of the scariest telephone interviews i ve ever conducted,1,got cab train station feeling firstly quite convinced definitely method madness flat planet first thought visited day secondly one scariest telephone interview ever conducted
when i hooked a girl in kitwe she was very beautiful for my standards,1,hooked girl kitwe beautiful standard
i hold it for a day my arm will feel numb and paralysed,0,hold day arm feel numb paralysed
i am sorry amma if i made you feel bad but i was being honest,0,sorry amma made feel bad honest
i feel absolutely elegant in my white coat and now i have a cheaper version that i m not as worried about getting dirty,1,feel absolutely elegant white coat cheaper version worried getting dirty
i have a feeling that it is in canada where she ll find her prince charming,1,feeling canada find prince charming
i feel alone all the time and he just happened to be there,0,feel alone time happened
i met a really cute girl who i feel kind of fond for today and normally girls are really complex to me but i can just be myself around her,2,met really cute girl feel kind fond today normally girl really complex around
i feel that daddy is appreciative and grateful to us all given the circumstances in taking care to release him into his final resting place,1,feel daddy appreciative grateful u given circumstance taking care release final resting place
i drank a lot and i got my hands on all sorts of drugs but most of the pain im feeling today can be blamed on lack of sleep and the hours we spent walking around atlanta,0,drank lot got hand sort drug pain im feeling today blamed lack sleep hour spent walking around atlanta
im already feeling very loved today and its not even noon,2,im already feeling loved today even noon
i wondered if inside there was more of that initial warmth i felt that poignant piercing penetrating feeling that despite being a figment of the computer suspiciously felt pleasant,1,wondered inside initial warmth felt poignant piercing penetrating feeling despite figment computer suspiciously felt pleasant
i feel a bit optimistic some days,1,feel bit optimistic day
i feel pretty shy right now and i dont know why,4,feel pretty shy right dont know
i have tried sometimes to spend time with them to make them feel less miserable in school and have usually had my offers thrown back in my face,0,tried sometimes spend time make feel less miserable school usually offer thrown back face
i use a small p size amount or p if im feeling generous and massage the milk into my skin in little sections and if i feel an area needs more then i can apply more,2,use small p size amount p im feeling generous massage milk skin little section feel area need apply
i feel disgusted with my jealousy and should stop taking example so offensive,3,feel disgusted jealousy stop taking example offensive
i live this amorphous lifestyle the less i will be subjected to these feelings but as of now it feels fantastic to be back in the rhythms of working full time,1,live amorphous lifestyle less subjected feeling feel fantastic back rhythm working full time
i liked the family feeling and the characters but i thought ryder and hope could have been more passionate,2,liked family feeling character thought ryder hope could passionate
i miss yall miss your comments and feedback and feel a little resentful that id had to shut it off due to a few bad apples to folks who just dont understood much as i might be baffled as well by their lives,3,miss yall miss comment feedback feel little resentful id shut due bad apple folk dont understood much might baffled well life
i didn t feel very reassured by her tone but i understand this is a big shock and adjustment for everyone,1,feel reassured tone understand big shock adjustment everyone
i have a feeling he will just follow sweet luke around everywhere he goes when he does,2,feeling follow sweet luke around everywhere go
i dont know if he ever cheated on me but it does looked like it cause he has known her for years and i appear in his life around that time and it makes me feel mad,3,dont know ever cheated looked like cause known year appear life around time make feel mad
im with you when your professor looks at you like a spitball when your friend is dying when you cry into your pillow at night when you feel the dangerous tickles of jealousy luring you down into its lair,3,im professor look like spitball friend dying cry pillow night feel dangerous tickle jealousy luring lair
i feel about the loss of our beloved dog chewie,2,feel loss beloved dog chewie
i feel sad for her,0,feel sad
i was feeling a bit annoyed but it didnt really affect me very much,3,feeling bit annoyed didnt really affect much
i also feel a longing for my country and as i remember my childhood around the gunong ledang mountain i have started a series called puteri gunong ledang evoking all the legends and memories of jungle fairies that still live in my mind,2,also feel longing country remember childhood around gunong ledang mountain started series called puteri gunong ledang evoking legend memory jungle fairy still live mind
i know later when i read this ill feel regretful that ive posted such thing and ill be mad at my self,0,know later read ill feel regretful ive posted thing ill mad self
i am feeling happy thank you,1,feeling happy thank
i feel like my parents and i are the only ones who think it is acceptable that i dont know what i want to do with my life and dont feel the need to,1,feel like parent one think acceptable dont know want life dont feel need
i have to admit i was feeling pretty horny nicole,2,admit feeling pretty horny nicole
i feel burdened by my goals,0,feel burdened goal
i was not used to being around such grandeur and i found myself feeling very intimidated,4,used around grandeur found feeling intimidated
i do feel that i need to do something more productive with my days not having the stress of exams has made me feel like i dont have a goal which im working towards if that makes sense,1,feel need something productive day stress exam made feel like dont goal im working towards make sense
i had moved to my own little flat in london and i was struggling to look after myself which made me feel really useless,0,moved little flat london struggling look made feel really useless
i legitimately feel less intelligent at the end of the day because of how worthless and stupid it all is like how you feel after sitting through a michael bay movie,1,legitimately feel less intelligent end day worthless stupid like feel sitting michael bay movie
i have a feeling that somehow this week will go quickly which is splendid because i wouldnt have it any other way for my two favorite men await me at the end of the week ryan and andrew bird of course,1,feeling somehow week go quickly splendid wouldnt way two favorite men await end week ryan andrew bird course
i don t feel groggy or like i can sleep any more this morning,0,feel groggy like sleep morning
im feeling so guilty helpless and hopeless,0,im feeling guilty helpless hopeless
i was very good in the morning as i had been to the gym and done a zumba class followed by half an hour swim which of course i cycled to and from so i was feeling very virtuous,1,good morning gym done zumba class followed half hour swim course cycled feeling virtuous
im not quite sure why and she treated me well but the entire time i was there i got this distinct feeling that she wasnt impressed,5,im quite sure treated well entire time got distinct feeling wasnt impressed
i thought of my peers lacking of a few months or a year to vote feeling hopeless as they watch the news and with every click of the refresh button last night,0,thought peer lacking month year vote feeling hopeless watch news every click refresh button last night
i feel like i liked my hair much better before i was using a sulfate free brand and i believe i am using a reputable brand,2,feel like liked hair much better using sulfate free brand believe using reputable brand
i do find most to be geocentric and i feel we sure do get enough of them,1,find geocentric feel sure get enough
i admit to feeling bitterly surprised at how rapidly they have thrown in the towel,5,admit feeling bitterly surprised rapidly thrown towel
i feel so unimportant it sucks,0,feel unimportant suck
i suppose we had these moments of feeling vulnerable together and we laughed a lot and i felt very alive,4,suppose moment feeling vulnerable together laughed lot felt alive
i remember frequently feeling surprised by the statistic that of the population are hsps given that i almost never came across anyone who was an hsp,5,remember frequently feeling surprised statistic population hsps given almost never came across anyone hsp
i feel like highschool is making me unhappy,0,feel like highschool making unhappy
i want to feel happy,1,want feel happy
i just feel like i did last weeks what im loving wednesday post yesterday,2,feel like last week im loving wednesday post yesterday
i feel quite disturbed about the whole thing and to top it off im feeling shame,0,feel quite disturbed whole thing top im feeling shame
i started sewing more garments i feel like so many popular clothing brands are so cheaply made,1,started sewing garment feel like many popular clothing brand cheaply made
i decided to see if i could locate margaret or jeff as i feel a longing to know how they are,2,decided see could locate margaret jeff feel longing know
i feel truly blessed to have the opportunity to teach your children and watch them grow,1,feel truly blessed opportunity teach child watch grow
i know is what you do when someone gets engaged made him feel like they were supporting her marrying someone who doesnt always treat her well,1,know someone get engaged made feel like supporting marrying someone doesnt always treat well
i found myself feeling so angry,3,found feeling angry
i feel so excited to have made time to blog again,1,feel excited made time blog
i feel blessed to be able to see that we didn t do anything,1,feel blessed able see anything
i feel these unwelcome guests beginning to take hold of me i will retreat to pray if but only for a moment,0,feel unwelcome guest beginning take hold retreat pray moment
i am also posting this because i am trying to work on the writing i want my students to feel passionate about,1,also posting trying work writing want student feel passionate
i feel so useless when im stuck in those situations,0,feel useless im stuck situation
im typing all of these im blowing my nose and feeling extremely cranky,3,im typing im blowing nose feeling extremely cranky
i feel comfortable with it,1,feel comfortable
i didnt feel glamorous at all,1,didnt feel glamorous
first anatomy lesson,3,first anatomy lesson
i feel inside or how that creative person seems to be gone,1,feel inside creative person seems gone
i chat with other parents no great friendships have come out of it yet but it s nice to feel on friendly terms with some of the people i see at school events and around the neighborhood,1,chat parent great friendship come yet nice feel friendly term people see school event around neighborhood
i hear your still cool several times a day and it makes me feel so cool,1,hear still cool several time day make feel cool
i make them feel valued and included even when we don t see each other often that it s one of my superpowers,1,make feel valued included even see often one superpower
im feeling ok to say il tough it out at the time it was pretty unpleasant,1,im feeling ok say il tough time pretty unpleasant
i can remember a year ago yesterday feeling so unsure so scared of what our future held,4,remember year ago yesterday feeling unsure scared future held
i don t think there s a woman around who hasn t felt the angst rosa feels as she deals with the death of her beloved aunt the chasm between her and her father,2,think woman around felt angst rosa feel deal death beloved aunt chasm father
i feel i am more of innocent and easily getting emotional to silly things,1,feel innocent easily getting emotional silly thing
i feel reassured and comforted that i will be seeing my oncologist every three months and my surgeon every six months,1,feel reassured comforted seeing oncologist every three month surgeon every six month
i feel it must have been the violent dream i had to snap myself awake from a difficult dream of my mother representing anyone and everyone and self violence universal but beautiful in its metaphor,3,feel must violent dream snap awake difficult dream mother representing anyone everyone self violence universal beautiful metaphor
im starting to feel content just being and not talking,1,im starting feel content talking
i could bottle this feeling as a weight loss strategy id be rich,1,could bottle feeling weight loss strategy id rich
i think that blogging will be a good way of writing because etries should be short so i won t feel over burdened by the amount of writing i have to do,0,think blogging good way writing etries short feel burdened amount writing
im feeling exhausted,0,im feeling exhausted
i always seem to have some kind of life upheaval or additional work stress that makes it hard to feel thrilled about the upcoming holidays,1,always seem kind life upheaval additional work stress make hard feel thrilled upcoming holiday
